Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter,Profit_Margin_%
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,300.0,4500.0,1575.0,Online,2021,2,1,35.0
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325.0,19500.0,5850.0,Outlet,2021,3,1,30.0
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Apparel,60.0,85.0,510.0,204.0,Outlet,2021,11,4,40.0
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Women's Street Footwear,41.0,131.0,537.0,274.0,Online,2021,10,4,51.02420856610801
West Gear,1128299,2021-07-23,West,Oregon,Portland,Women's Apparel,78.0,204.0,1591.0,557.0,Outlet,2021,7,3,35.00942803268385
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Apparel,90.0,600.0,54000.0,21600.0,In-store,2021,7,3,40.0
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,24.0,189.0,454.0,245.0,Online,2021,1,1,53.964757709251096
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Street Footwear,30.0,350.0,10500.0,3675.0,In-store,2021,1,1,35.0
Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,Men's Street Footwear,24.0,189.0,454.0,231.0,Online,2021,2,1,50.881057268722465
Foot Locker,1185732,2021-06-28,Midwest,Illinois,Chicago,Men's Apparel,59.0,35.0,207.0,95.0,Online,2021,6,2,45.893719806763286
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Apparel,55.0,150.0,825.0,305.0,Online,2021,10,4,36.96969696969697
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Men's Street Footwear,30.0,770.0,23100.0,9240.0,Online,2021,3,1,40.0
Amazon,1185732,2021-10-21,Northeast,Maine,Portland,Women's Athletic Footwear,34.0,19.0,65.0,27.0,Online,2021,10,4,41.53846153846154
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,44.0,163.0,717.0,308.0,Online,2021,7,3,42.95676429567643
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Apparel,45.0,625.0,28125.0,9844.0,Online,2021,1,1,35.00088888888889
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Apparel,84.0,156.0,1310.0,655.0,Online,2021,7,3,50.0
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Athletic Footwear,34.0,131.0,445.0,209.0,Online,2021,8,3,46.96629213483146
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Street Footwear,40.0,475.0,19000.0,6650.0,Online,2021,1,1,35.0
Sports Direct,1197831,2021-10-09,South,Texas,Dallas,Women's Apparel,39.0,190.0,741.0,430.0,Outlet,2021,10,4,58.02968960863698
Kohl's,1185732,2021-07-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,42.0,98.0,412.0,206.0,Online,2021,7,3,50.0
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50.0,250.0,12500.0,5000.0,In-store,2021,4,2,40.0
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Women's Street Footwear,55.0,200.0,11000.0,4400.0,In-store,2021,10,4,40.0
Foot Locker,1185732,2021-06-29,Midwest,Illinois,Chicago,Women's Apparel,64.0,63.0,403.0,242.0,Online,2021,6,2,60.049627791563275
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Men's Apparel,32.0,91.0,291.0,140.0,Online,2021,10,4,48.10996563573883
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Men's Apparel,42.0,68.0,286.0,154.0,Online,2021,5,2,53.84615384615385
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,37.0,174.0,644.0,328.0,Online,2021,9,3,50.931677018633536
Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,51.0,111.0,566.0,255.0,Online,2021,8,3,45.053003533568905
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,80.0,475.0,38000.0,7600.0,In-store,2021,8,3,20.0
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Street Footwear,45.0,550.0,24750.0,8663.0,In-store,2021,12,4,35.0020202020202
Kohl's,1189833,2021-02-25,Midwest,Montana,Billings,Women's Apparel,60.0,400.0,24000.0,6000.0,Outlet,2021,2,1,25.0
Sports Direct,1197831,2021-09-15,South,Alabama,Birmingham,Women's Athletic Footwear,37.0,140.0,518.0,332.0,Outlet,2021,9,3,64.0926640926641
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,42.0,70.0,294.0,123.0,Outlet,2021,2,1,41.83673469387755
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Street Footwear,43.0,85.0,366.0,194.0,Online,2021,6,2,53.00546448087432
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,54.0,87.0,470.0,254.0,Online,2021,5,2,54.04255319148936
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Men's Street Footwear,35.0,184.0,644.0,270.0,Outlet,2021,9,3,41.92546583850932
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Women's Street Footwear,30.0,275.0,8250.0,3300.0,In-store,2021,2,1,40.0
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Men's Athletic Footwear,20.0,116.0,232.0,93.0,Outlet,2021,4,2,40.08620689655172
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Athletic Footwear,29.0,113.0,328.0,180.0,Online,2021,4,2,54.87804878048781
Foot Locker,1185732,2021-06-02,West,California,Los Angeles,Women's Street Footwear,32.0,83.0,266.0,125.0,Online,2021,6,2,46.99248120300752
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Apparel,41.0,105.0,431.0,138.0,Outlet,2021,1,1,32.01856148491879
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,45.0,400.0,18000.0,4500.0,Online,2021,2,1,25.0
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,33.0,143.0,472.0,193.0,Online,2021,9,3,40.88983050847458
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Street Footwear,60.0,375.0,22500.0,5625.0,Outlet,2021,5,2,25.0
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Women's Athletic Footwear,19.0,98.0,186.0,86.0,Outlet,2021,2,1,46.236559139784944
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Athletic Footwear,39.0,74.0,289.0,153.0,Online,2021,4,2,52.94117647058824
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Women's Street Footwear,35.0,250.0,8750.0,3063.0,Online,2021,5,2,35.005714285714284
Kohl's,1189833,2021-05-11,West,California,Los Angeles,Men's Apparel,60.0,650.0,39000.0,21450.0,Outlet,2021,5,2,55.00000000000001
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Street Footwear,70.0,600.0,42000.0,14700.0,Online,2021,12,4,35.0
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Athletic Footwear,40.0,98.0,392.0,161.0,Outlet,2021,3,1,41.07142857142857
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Apparel,28.0,39.0,109.0,70.0,Online,2021,3,1,64.22018348623854
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Apparel,60.0,825.0,49500.0,24750.0,Online,2021,6,2,50.0
Sports Direct,1197831,2021-05-11,South,Tennessee,Knoxville,Women's Street Footwear,37.0,204.0,755.0,355.0,Outlet,2021,5,2,47.019867549668874
Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Athletic Footwear,59.0,81.0,478.0,220.0,Online,2021,11,4,46.02510460251046
Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,59.0,90.0,531.0,239.0,Online,2021,12,4,45.00941619585687
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Apparel,100.0,650.0,65000.0,26000.0,Outlet,2021,6,2,40.0
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Apparel,26.0,60.0,156.0,69.0,Outlet,2021,4,2,44.230769230769226
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,50.0,250.0,12500.0,4375.0,In-store,2021,3,1,35.0
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Street Footwear,50.0,550.0,27500.0,8250.0,In-store,2021,7,3,30.0
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Street Footwear,55.0,425.0,23375.0,5844.0,Outlet,2021,11,4,25.00106951871658
Sports Direct,1197831,2021-04-21,South,Tennessee,Knoxville,Men's Street Footwear,41.0,233.0,955.0,545.0,Online,2021,4,2,57.06806282722513
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Men's Street Footwear,70.0,600.0,42000.0,18900.0,In-store,2021,12,4,45.0
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Apparel,70.0,875.0,61250.0,30625.0,Online,2021,7,3,50.0
West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,58.0,236.0,1369.0,342.0,Online,2021,2,1,24.98173849525201
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,15.0,300.0,4500.0,1800.0,Online,2021,4,2,40.0
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38.0,53.0,201.0,87.0,Online,2021,7,3,43.28358208955223
West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Apparel,50.0,200.0,10000.0,4500.0,In-store,2021,1,1,45.0
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Athletic Footwear,75.0,725.0,54375.0,10875.0,Outlet,2021,8,3,20.0
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Street Footwear,20.0,225.0,4500.0,1350.0,Online,2021,3,1,30.0
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32.0,54.0,173.0,52.0,Outlet,2021,5,2,30.057803468208093
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Men's Apparel,41.0,35.0,144.0,59.0,Online,2021,2,1,40.97222222222222
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men's Street Footwear,45.0,400.0,18000.0,5400.0,In-store,2021,11,4,30.0
Sports Direct,1197831,2021-05-02,South,Tennessee,Knoxville,Women's Apparel,45.0,625.0,28125.0,16875.0,Outlet,2021,5,2,60.0
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Athletic Footwear,20.0,325.0,6500.0,2600.0,In-store,2021,1,1,40.0
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Athletic Footwear,56.0,72.0,403.0,181.0,Online,2021,5,2,44.91315136476427
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Apparel,69.0,73.0,504.0,222.0,Online,2021,8,3,44.047619047619044
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Street Footwear,50.0,300.0,15000.0,5250.0,In-store,2021,5,2,35.0
Sports Direct,1197831,2021-03-19,South,Tennessee,Knoxville,Women's Athletic Footwear,28.0,128.0,358.0,176.0,Outlet,2021,3,1,49.162011173184354
West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Apparel,77.0,173.0,1332.0,533.0,Online,2021,12,4,40.01501501501502
Sports Direct,1197831,2021-09-05,South,Texas,Dallas,Men's Athletic Footwear,22.0,248.0,546.0,229.0,Outlet,2021,9,3,41.94139194139194
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.0,30.0,111.0,53.0,Online,2021,5,2,47.74774774774775
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Apparel,38.0,75.0,285.0,143.0,Online,2021,3,1,50.175438596491226
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,38.0,158.0,600.0,318.0,Outlet,2021,7,3,53.0
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Men's Street Footwear,22.0,165.0,363.0,156.0,Outlet,2021,11,4,42.97520661157025
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37.0,113.0,418.0,134.0,Outlet,2021,12,4,32.057416267942585
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Street Footwear,42.0,195.0,819.0,401.0,Online,2021,6,2,48.96214896214896
Foot Locker,1185732,2021-12-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,50.0,64.0,320.0,128.0,Outlet,2021,12,4,40.0
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44.0,56.0,246.0,89.0,Online,2021,7,3,36.17886178861789
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Street Footwear,51.0,137.0,699.0,356.0,Online,2021,11,4,50.92989985693849
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,33.0,68.0,224.0,108.0,Online,2021,10,4,48.214285714285715
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,58.0,119.0,690.0,311.0,Online,2021,12,4,45.072463768115945
Foot Locker,1185732,2021-11-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,55.0,125.0,6875.0,2406.0,Outlet,2021,11,4,34.99636363636364
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,250.0,7500.0,2625.0,In-store,2021,1,1,35.0
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Street Footwear,28.0,132.0,370.0,155.0,Outlet,2021,4,2,41.891891891891895
Sports Direct,1197831,2021-05-12,South,Tennessee,Knoxville,Women's Athletic Footwear,38.0,157.0,597.0,370.0,Outlet,2021,5,2,61.97654941373534
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Apparel,92.0,117.0,1076.0,614.0,Online,2021,6,2,57.06319702602231
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Athletic Footwear,51.0,101.0,515.0,283.0,Online,2021,3,1,54.95145631067962
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Women's Apparel,80.0,575.0,46000.0,23000.0,Online,2021,11,4,50.0
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Men's Street Footwear,49.0,232.0,1137.0,603.0,Online,2021,6,2,53.03430079155673
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Athletic Footwear,43.0,109.0,469.0,155.0,Online,2021,1,1,33.04904051172708
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Apparel,60.0,525.0,31500.0,9450.0,In-store,2021,5,2,30.0
Kohl's,1189833,2021-05-15,West,California,Los Angeles,Women's Street Footwear,49.0,176.0,862.0,440.0,Online,2021,5,2,51.04408352668214
Sports Direct,1197831,2021-09-28,South,Alabama,Birmingham,Men's Apparel,30.0,300.0,9000.0,4050.0,Outlet,2021,9,3,45.0
Sports Direct,1197831,2021-03-27,South,Tennessee,Knoxville,Women's Apparel,35.0,425.0,14875.0,8181.0,Outlet,2021,3,1,54.998319327731096
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Apparel,50.0,132.0,660.0,264.0,Outlet,2021,12,4,40.0
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Apparel,55.0,475.0,26125.0,9144.0,Online,2021,12,4,35.000956937799046
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Apparel,95.0,450.0,42750.0,8550.0,In-store,2021,6,2,20.0
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60.0,500.0,30000.0,10500.0,Online,2021,12,4,35.0
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33.0,23.0,76.0,33.0,Online,2021,3,1,43.42105263157895
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Apparel,26.0,160.0,416.0,233.0,Outlet,2021,9,3,56.00961538461539
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Athletic Footwear,50.0,500.0,25000.0,7500.0,In-store,2021,5,2,30.0
Amazon,1185732,2021-12-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,65.0,625.0,40625.0,14219.0,Online,2021,12,4,35.00061538461539
Sports Direct,1197831,2021-09-03,South,Texas,Dallas,Women's Apparel,30.0,600.0,18000.0,9000.0,Outlet,2021,9,3,50.0
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Street Footwear,60.0,825.0,49500.0,12375.0,Online,2021,12,4,25.0
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Street Footwear,35.0,475.0,16625.0,4156.0,Outlet,2021,2,1,24.998496240601504
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Athletic Footwear,33.0,117.0,386.0,201.0,Online,2021,2,1,52.07253886010362
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Apparel,48.0,162.0,778.0,264.0,Outlet,2021,8,3,33.933161953727506
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Men's Apparel,25.0,325.0,8125.0,2844.0,Online,2021,9,3,35.003076923076925
Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Women's Street Footwear,52.0,86.0,447.0,228.0,Online,2021,11,4,51.006711409395976
Foot Locker,1185732,2021-11-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,39.0,64.0,250.0,67.0,Outlet,2021,11,4,26.8
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,37.0,145.0,537.0,220.0,Online,2021,2,1,40.9683426443203
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33.0,69.0,228.0,96.0,Online,2021,11,4,42.10526315789473
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,30.0,100.0,3000.0,1200.0,In-store,2021,4,2,40.0
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Street Footwear,65.0,425.0,27625.0,11050.0,In-store,2021,11,4,40.0
Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,50.0,275.0,13750.0,5500.0,In-store,2021,12,4,40.0
West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,55.0,875.0,48125.0,14438.0,Outlet,2021,2,1,30.00103896103896
Amazon,1185732,2021-02-22,Midwest,Ohio,Columbus,Women's Street Footwear,29.0,63.0,183.0,97.0,Online,2021,2,1,53.00546448087432
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Apparel,53.0,136.0,721.0,303.0,Outlet,2021,8,3,42.0249653259362
West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Street Footwear,48.0,193.0,926.0,380.0,Outlet,2021,12,4,41.03671706263499
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Apparel,26.0,94.0,244.0,103.0,Outlet,2021,4,2,42.21311475409836
Sports Direct,1197831,2021-04-02,South,Tennessee,Knoxville,Women's Apparel,24.0,161.0,386.0,263.0,Online,2021,4,2,68.13471502590673
Sports Direct,1197831,2021-10-12,South,Texas,Dallas,Women's Street Footwear,63.0,176.0,1109.0,610.0,Online,2021,10,4,55.00450856627592
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Apparel,41.0,74.0,303.0,112.0,Outlet,2021,12,4,36.96369636963696
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Apparel,75.0,350.0,26250.0,9188.0,Online,2021,11,4,35.00190476190476
West Gear,1185732,2021-11-11,Northeast,Vermont,Burlington,Men's Athletic Footwear,60.0,325.0,19500.0,8775.0,In-store,2021,11,4,45.0
Sports Direct,1197831,2021-04-11,South,Tennessee,Knoxville,Women's Street Footwear,40.0,650.0,26000.0,10400.0,Outlet,2021,4,2,40.0
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Apparel,59.0,73.0,431.0,194.0,Online,2021,8,3,45.011600928074245
Foot Locker,1185732,2021-11-25,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60.0,45.0,270.0,124.0,Online,2021,11,4,45.925925925925924
Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Men's Apparel,41.0,126.0,517.0,284.0,Online,2021,2,1,54.932301740812385
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Apparel,46.0,35.0,161.0,72.0,Online,2021,4,2,44.72049689440994
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16.0,70.0,112.0,45.0,Outlet,2021,1,1,40.17857142857143
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Apparel,55.0,300.0,16500.0,5775.0,Online,2021,10,4,35.0
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,63.0,166.0,1046.0,251.0,Outlet,2021,8,3,23.996175908221797
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Women's Apparel,44.0,140.0,616.0,246.0,Outlet,2021,10,4,39.935064935064936
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,55.0,525.0,28875.0,10106.0,Online,2021,6,2,34.9991341991342
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.0,450.0,20250.0,7088.0,In-store,2021,5,2,35.002469135802464
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,45.0,900.0,40500.0,18225.0,In-store,2021,2,1,45.0
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.0,36.0,104.0,49.0,Online,2021,2,1,47.11538461538461
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,67.0,143.0,958.0,364.0,Online,2021,7,3,37.995824634655534
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,19.0,81.0,154.0,66.0,Outlet,2021,11,4,42.857142857142854
Kohl's,1189833,2021-05-21,West,California,Los Angeles,Women's Street Footwear,50.0,675.0,33750.0,13500.0,Outlet,2021,5,2,40.0
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Women's Apparel,41.0,203.0,832.0,508.0,Online,2021,9,3,61.057692307692314
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Men's Street Footwear,55.0,95.0,523.0,256.0,Online,2021,11,4,48.94837476099426
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Women's Street Footwear,23.0,95.0,219.0,101.0,Online,2021,3,1,46.118721461187214
West Gear,1128299,2021-02-17,West,Oregon,Portland,Men's Street Footwear,24.0,175.0,420.0,189.0,Outlet,2021,2,1,45.0
Sports Direct,1197831,2021-09-14,South,Texas,Dallas,Men's Apparel,40.0,150.0,600.0,222.0,Outlet,2021,9,3,37.0
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Street Footwear,60.0,825.0,49500.0,19800.0,Online,2021,6,2,40.0
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Apparel,85.0,575.0,48875.0,14663.0,In-store,2021,12,4,30.00102301790281
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Street Footwear,50.0,725.0,36250.0,14500.0,Online,2021,7,3,40.0
