Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,$44.00 ,270,"1,188",$523 ,Outlet
West Gear,1128299,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,$60.00 ,600,"36,000","$10,800 ",Outlet
West Gear,1128299,2020-01-08,West,Nevada,Las Vegas,Men's Street Footwear,$27.00 ,173,467,$201 ,Outlet
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,$40.00 ,950,"38,000","$19,000 ",Outlet
Walmart,1197831,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,900,"40,500","$14,175 ",Outlet
West Gear,1128299,2020-01-15,West,Nevada,Las Vegas,Men's Athletic Footwear,$55.00 ,400,"22,000","$5,500 ",Outlet
West Gear,1128299,2020-05-21,West,Colorado,Denver,Men's Athletic Footwear,$70.00 ,700,"49,000","$12,250 ",In-store
West Gear,1128299,2020-04-29,West,Colorado,Denver,Women's Athletic Footwear,$70.00 ,500,"35,000","$14,000 ",In-store
Foot Locker,1185732,2020-10-20,Southeast,Florida,Miami,Women's Athletic Footwear,$29.00 ,26,75,$34 ,Online
Foot Locker,1185732,2020-09-24,Southeast,Florida,Miami,Men's Athletic Footwear,$46.00 ,255,"1,173",$528 ,Online
Walmart,1197831,2020-08-28,South,Texas,Houston,Men's Apparel,$45.00 ,700,"31,500","$9,450 ",Outlet
West Gear,1128299,2020-02-19,West,Nevada,Las Vegas,Men's Street Footwear,$56.00 ,174,974,$468 ,Online
West Gear,1128299,2020-02-28,West,Nevada,Las Vegas,Women's Athletic Footwear,$43.00 ,119,512,$169 ,Outlet
West Gear,1128299,2020-03-09,West,Nevada,Las Vegas,Men's Street Footwear,$58.00 ,196,"1,137",$534 ,Online
West Gear,1128299,2020-04-27,West,Colorado,Denver,Men's Athletic Footwear,$73.00 ,189,"1,380",$579 ,Online
Foot Locker,1185732,2020-11-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,$45.00 ,425,"19,125","$6,694 ",Outlet
West Gear,1128299,2020-02-24,West,Nevada,Las Vegas,Women's Apparel,$74.00 ,113,836,$251 ,Online
West Gear,1128299,2020-08-03,West,Washington,Seattle,Women's Athletic Footwear,$76.00 ,138,"1,049",$451 ,Online
Walmart,1185732,2020-05-02,Northeast,New York,New York,Women's Apparel,$66.00 ,263,"1,736",$642 ,Online
West Gear,1128299,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,$54.00 ,188,"1,015",$416 ,Online
Foot Locker,1185732,2020-10-19,Southeast,Florida,Miami,Women's Street Footwear,$25.00 ,250,"6,250","$1,875 ",In-store
Walmart,1197831,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,$33.00 ,323,"1,066",$448 ,Outlet
West Gear,1128299,2020-04-22,West,Colorado,Denver,Women's Street Footwear,$70.00 ,575,"40,250","$18,113 ",In-store
Walmart,1197831,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,$48.00 ,203,974,$536 ,Online
Walmart,1197831,2020-10-30,South,Texas,Houston,Men's Apparel,$42.00 ,169,710,$319 ,Online
West Gear,1128299,2020-07-30,West,Washington,Seattle,Women's Apparel,$88.00 ,138,"1,214",$376 ,Online
West Gear,1128299,2020-03-01,West,Nevada,Las Vegas,Men's Apparel,$48.00 ,107,514,$277 ,Outlet
Foot Locker,1185732,2020-09-21,Southeast,Florida,Miami,Men's Apparel,$52.00 ,225,"1,170",$527 ,Online
Foot Locker,1185732,2020-12-20,Midwest,Minnesota,Minneapolis,Men's Apparel,$55.00 ,125,"6,875","$2,063 ",Outlet
West Gear,1128299,2020-02-04,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,425,"25,500","$10,200 ",Outlet
Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,$41.00 ,270,"1,107",$410 ,Outlet
Foot Locker,1185732,2020-01-25,Northeast,New York,New York,Men's Street Footwear,$40.00 ,390,"1,560",$811 ,Outlet
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,$60.00 ,825,"49,500","$14,850 ",Outlet
Walmart,1197831,2020-08-10,South,Texas,Houston,Men's Apparel,$45.00 ,525,"23,625","$7,088 ",Outlet
Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,$47.00 ,255,"1,199",$587 ,Online
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,$44.00 ,289,"1,272",$725 ,Outlet
West Gear,1128299,2020-07-22,West,Washington,Seattle,Women's Athletic Footwear,$58.00 ,98,568,$250 ,Online
West Gear,1128299,2020-07-21,West,Washington,Seattle,Women's Street Footwear,$56.00 ,113,633,$228 ,Online
West Gear,1128299,2020-02-10,West,Nevada,Las Vegas,Women's Athletic Footwear,$60.00 ,450,"27,000","$9,450 ",In-store
Foot Locker,1185732,2020-10-27,Midwest,Minnesota,Minneapolis,Men's Apparel,$41.00 ,44,180,$74 ,Online
West Gear,1128299,2020-05-09,West,Colorado,Denver,Men's Athletic Footwear,$60.00 ,525,"31,500","$7,875 ",In-store
West Gear,1128299,2020-07-26,West,Washington,Seattle,Men's Athletic Footwear,$60.00 ,188,"1,128",$417 ,Online
West Gear,1128299,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,$48.00 ,188,902,$307 ,Outlet
Foot Locker,1185732,2020-09-20,Southeast,Florida,Miami,Women's Athletic Footwear,$45.00 ,775,"34,875","$10,463 ",In-store
West Gear,1128299,2020-01-05,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$34.00 ,90,306,$125 ,Outlet
West Gear,1128299,2020-04-19,West,Colorado,Denver,Women's Apparel,$85.00 ,625,"53,125","$15,938 ",In-store
West Gear,1128299,2020-01-27,West,Nevada,Las Vegas,Men's Athletic Footwear,$60.00 ,104,624,$268 ,Online
Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,$55.00 ,950,"52,250","$18,288 ",Outlet
West Gear,1128299,2020-05-14,West,Colorado,Denver,Men's Street Footwear,$52.00 ,150,780,$429 ,Online
West Gear,1128299,2020-03-11,West,Nevada,Las Vegas,Women's Street Footwear,$59.00 ,119,702,$330 ,Online
Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,$53.00 ,273,"1,447",$622 ,Online
West Gear,1128299,2020-03-18,West,Nevada,Las Vegas,Women's Athletic Footwear,$40.00 ,275,"11,000","$3,300 ",In-store
West Gear,1128299,2020-02-12,West,Nevada,Las Vegas,Women's Apparel,$80.00 ,500,"40,000","$8,000 ",In-store
West Gear,1128299,2020-07-12,West,Washington,Seattle,Women's Apparel,$80.00 ,400,"32,000","$6,400 ",In-store
West Gear,1128299,2020-02-02,West,Nevada,Las Vegas,Men's Athletic Footwear,$51.00 ,182,928,$334 ,Outlet
Foot Locker,1185732,2020-11-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$40.00 ,225,"9,000","$2,700 ",Outlet
West Gear,1128299,2020-03-03,West,Nevada,Las Vegas,Men's Street Footwear,$60.00 ,575,"34,500","$12,075 ",In-store
West Gear,1128299,2020-03-12,West,Nevada,Las Vegas,Women's Athletic Footwear,$40.00 ,166,664,$239 ,Outlet
Foot Locker,1185732,2020-11-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,$35.00 ,25,875,$306 ,In-store
Sports Direct,1197831,2020-07-30,South,Texas,Houston,Women's Apparel,$35.00 ,700,"24,500","$12,250 ",Outlet
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Street Footwear,$55.00 ,825,"45,375","$11,344 ",In-store
West Gear,1128299,2020-05-17,West,Colorado,Denver,Women's Athletic Footwear,$65.00 ,400,"26,000","$9,100 ",In-store
West Gear,1128299,2020-01-07,West,Nevada,Las Vegas,Women's Apparel,$41.00 ,128,525,$157 ,Online
Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,$39.00 ,238,928,$436 ,Online
Sports Direct,1197831,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,$40.00 ,900,"36,000","$12,600 ",Outlet
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,$37.00 ,268,992,$486 ,Online
West Gear,1128299,2020-04-28,West,Colorado,Denver,Women's Street Footwear,$67.00 ,143,958,$546 ,Online
West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,$36.00 ,272,979,$382 ,Outlet
West Gear,1128299,2020-03-16,West,Nevada,Las Vegas,Men's Athletic Footwear,$38.00 ,123,467,$154 ,Online
Foot Locker,1185732,2020-12-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,100 ",Outlet
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,$49.00 ,175,858,$369 ,Online
Foot Locker,1185732,2020-03-17,Northeast,New York,New York,Men's Athletic Footwear,$37.00 ,359,"1,328",$452 ,Outlet
West Gear,1128299,2020-11-04,South,Texas,Houston,Women's Athletic Footwear,$48.00 ,175,840,$336 ,Online
Foot Locker,1185732,2020-12-08,Midwest,Minnesota,Minneapolis,Men's Apparel,$32.00 ,34,109,$48 ,Online
Foot Locker,1185732,2020-03-17,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,"1,025","56,375","$16,913 ",Outlet
West Gear,1128299,2020-03-07,West,Nevada,Las Vegas,Men's Apparel,$70.00 ,350,"24,500","$12,250 ",In-store
West Gear,1185732,2020-09-12,Southeast,Florida,Miami,Men's Athletic Footwear,$60.00 ,900,"54,000","$18,900 ",In-store
West Gear,1128299,2020-04-13,West,Colorado,Denver,Women's Apparel,$74.00 ,133,984,$423 ,Online
West Gear,1128299,2020-01-11,West,Nevada,Las Vegas,Women's Athletic Footwear,$30.00 ,85,255,$105 ,Outlet
Foot Locker,1185732,2020-12-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,$32.00 ,21,67,$31 ,Online
Foot Locker,1185732,2020-11-26,Midwest,Minnesota,Minneapolis,Men's Apparel,$49.00 ,58,284,$117 ,Online
Sports Direct,1197831,2020-08-06,South,Texas,Houston,Men's Street Footwear,$27.00 ,234,632,$303 ,Online
Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,$53.00 ,284,"1,505",$828 ,Online
Foot Locker,1185732,2020-12-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,$35.00 ,175,"6,125","$2,144 ",Outlet
West Gear,1128299,2020-02-20,West,Nevada,Las Vegas,Men's Athletic Footwear,$51.00 ,180,918,$248 ,Outlet
Foot Locker,1185732,2020-11-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,$40.00 ,400,"16,000","$5,600 ",In-store
Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,$35.00 ,900,"31,500","$11,025 ",Outlet
West Gear,1128299,2020-05-03,West,Colorado,Denver,Men's Athletic Footwear,$69.00 ,168,"1,159",$417 ,Online
West Gear,1128299,2020-07-27,West,Washington,Seattle,Women's Street Footwear,$54.00 ,124,670,$248 ,Online
Foot Locker,1185732,2020-11-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,$45.00 ,300,"13,500","$4,050 ",Outlet
Sports Direct,1197831,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,$39.00 ,236,920,$414 ,Online
Sports Direct,1197831,2020-07-29,South,Texas,Houston,Men's Apparel,$38.00 ,125,475,$214 ,Online
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,$40.00 ,271,"1,084",$412 ,Outlet
West Gear,1128299,2020-05-17,West,Colorado,Denver,Women's Athletic Footwear,$60.00 ,116,696,$334 ,Online
West Gear,1128299,2020-06-27,West,Washington,Seattle,Women's Street Footwear,$80.00 ,625,"50,000","$12,500 ",In-store
West Gear,1128299,2020-03-21,West,Colorado,Denver,Men's Street Footwear,$27.00 ,131,354,$170 ,Online
West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,$49.00 ,196,960,$471 ,Online
Foot Locker,1185732,2020-08-07,West,Washington,Seattle,Men's Athletic Footwear,$41.00 ,221,906,$444 ,Online
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,$65.00 ,875,"56,875","$17,063 ",Outlet
West Gear,1128299,2020-01-12,West,Nevada,Las Vegas,Men's Apparel,$46.00 ,52,239,$167 ,Online
Foot Locker,1185732,2020-03-11,Northeast,New York,New York,Men's Athletic Footwear,$41.00 ,318,"1,304",$482 ,Outlet
West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Men's Apparel,$62.00 ,233,"1,445",$708 ,Online
West Gear,1128299,2020-01-25,West,Nevada,Las Vegas,Women's Apparel,$54.00 ,123,664,$179 ,Outlet
Foot Locker,1185732,2020-08-21,Southeast,Florida,Miami,Women's Athletic Footwear,$40.00 ,625,"25,000","$7,500 ",In-store
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,$54.00 ,194,"1,048",$524 ,Online
Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,$43.00 ,233,"1,002",$541 ,Outlet
Foot Locker,1185732,2020-12-21,Midwest,Minnesota,Minneapolis,Women's Apparel,$59.00 ,61,360,$216 ,Online
West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,$40.00 ,247,988,$405 ,Outlet
West Gear,1128299,2020-03-03,West,Nevada,Las Vegas,Men's Street Footwear,$47.00 ,196,921,$387 ,Outlet
Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,$39.00 ,255,995,$368 ,Outlet
West Gear,1128299,2020-11-05,West,California,San Francisco,Men's Apparel,$51.00 ,161,821,$517 ,Online
West Gear,1128299,2020-05-08,West,Colorado,Denver,Men's Street Footwear,$55.00 ,525,"28,875","$11,550 ",In-store
Foot Locker,1185732,2020-03-17,Northeast,New York,New York,Men's Athletic Footwear,$53.00 ,308,"1,632",$669 ,Online
Sports Direct,1197831,2020-07-24,South,Texas,Houston,Women's Apparel,$34.00 ,203,690,$442 ,Online
Foot Locker,1185732,2020-11-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$37.00 ,68,252,$101 ,Online
Walmart,1197831,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,$45.00 ,800,"36,000","$12,600 ",Outlet
West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,$64.00 ,210,"1,344",$672 ,Online
Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Women's Apparel,$64.00 ,219,"1,402",$883 ,Online
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,$46.00 ,225,"1,035",$673 ,Online
Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Street Footwear,$56.00 ,360,"2,016","$1,250 ",Online
Foot Locker,1185732,2020-10-23,Midwest,Minnesota,Minneapolis,Men's Street Footwear,$32.00 ,135,432,$194 ,Online
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,$55.00 ,920,"50,600","$17,710 ",Outlet
Sports Direct,1197831,2020-08-02,South,Texas,Houston,Women's Street Footwear,$35.00 ,700,"24,500","$8,575 ",Outlet
Foot Locker,1185732,2020-10-31,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$30.00 ,175,"5,250","$1,575 ",In-store
West Gear,1128299,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,$58.00 ,175,"1,015",$305 ,Online
Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,$33.00 ,255,842,$379 ,Online
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,$32.00 ,285,912,$383 ,Outlet
West Gear,1128299,2020-03-05,West,Nevada,Las Vegas,Women's Street Footwear,$44.00 ,140,616,$259 ,Outlet
West Gear,1128299,2020-03-01,West,Nevada,Las Vegas,Men's Apparel,$63.00 ,81,510,$311 ,Online
Foot Locker,1185732,2020-08-22,Southeast,Florida,Miami,Men's Apparel,$53.00 ,182,965,$444 ,Online
Sports Direct,1185732,2020-10-03,Southeast,Florida,Miami,Men's Apparel,$60.00 ,700,"42,000","$14,700 ",In-store
Foot Locker,1185732,2020-01-08,Northeast,New York,New York,Men's Athletic Footwear,$39.00 ,315,"1,229",$405 ,Outlet
Walmart,1197831,2020-08-14,South,Texas,Houston,Women's Street Footwear,$23.00 ,240,552,$204 ,Outlet
Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,$46.00 ,230,"1,058",$508 ,Online
Foot Locker,1185732,2020-01-28,Northeast,New York,New York,Women's Athletic Footwear,$43.00 ,216,929,$464 ,Online
Sports Direct,1197831,2020-07-25,South,Texas,Houston,Men's Street Footwear,$25.00 ,850,"21,250","$7,438 ",Outlet
Sports Direct,1197831,2020-07-29,South,Texas,Houston,Men's Apparel,,500,"20,000","$6,000 ",Outlet
West Gear,1128299,2020-05-27,West,Colorado,Denver,Men's Athletic Footwear,$48.00 ,131,629,$252 ,Online
West Gear,1128299,2020-03-21,West,Colorado,Denver,Men's Street Footwear,$30.00 ,525,"15,750","$5,513 ",In-store
West Gear,1128299,2020-01-14,West,Nevada,Las Vegas,Men's Street Footwear,$31.00 ,182,564,$254 ,Outlet
Foot Locker,1185732,2020-11-24,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$36.00 ,63,227,$95 ,Online
West Gear,1128299,2020-07-25,West,Washington,Seattle,Men's Street Footwear,$54.00 ,162,875,$385 ,Online
West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,$65.00 ,725,"47,125","$16,494 ",Outlet
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,075","69,875","$17,469 ",Outlet
Foot Locker,1185732,2020-10-24,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,$34.00 ,38,129,$58 ,Online
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,$44.00 ,240,"1,056",$528 ,Online
Walmart,1197831,2020-08-22,South,Texas,Houston,Men's Apparel,$41.00 ,169,693,$312 ,Online
Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Apparel,$45.00 ,775,"34,875","$17,438 ",In-store
West Gear,1128299,2020-07-16,West,Washington,Seattle,Women's Athletic Footwear,$67.00 ,112,750,$300 ,Online
Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,750,"30,000","$13,500 ",Outlet
West Gear,1128299,2020-02-11,West,Nevada,Las Vegas,Men's Apparel,$60.00 ,130,780,$546 ,Online
Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,$27.00 ,272,734,$404 ,Outlet
Foot Locker,1185732,2020-11-27,Midwest,Minnesota,Minneapolis,Women's Apparel,$55.00 ,375,"20,625","$9,281 ",Outlet
Foot Locker,1185732,2020-12-14,Midwest,Minnesota,Minneapolis,Men's Apparel,$41.00 ,19,78,$33 ,Online
West Gear,1128299,2020-04-03,West,Colorado,Denver,Men's Athletic Footwear,$59.00 ,94,555,$194 ,Online
West Gear,1128299,2020-03-11,West,Nevada,Las Vegas,Women's Street Footwear,$47.00 ,166,780,$328 ,Outlet
West Gear,1128299,2020-01-13,West,Nevada,Las Vegas,Women's Apparel,$31.00 ,140,434,$100 ,Outlet
West Gear,1128299,2020-04-02,West,Colorado,Denver,Men's Street Footwear,$55.00 ,131,721,$339 ,Online
Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Street Footwear,$60.00 ,"1,200","72,000","$36,000 ",Outlet
Foot Locker,1185732,2020-11-02,Midwest,Minnesota,Minneapolis,Men's Apparel,$47.00 ,19,89,$38 ,Online
Foot Locker,1185732,2020-11-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,$38.00 ,51,194,$93 ,Online
West Gear,1128299,2020-07-06,West,Washington,Seattle,Women's Apparel,$100.00 ,575,"57,500","$11,500 ",In-store
West Gear,1128299,2020-02-13,West,Nevada,Las Vegas,Men's Street Footwear,$65.00 ,700,"45,500","$18,200 ",In-store
Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$25.00 ,56,140,$59 ,Online
West Gear,1128299,2020-07-19,West,Washington,Seattle,Men's Street Footwear,$58.00 ,149,864,$346 ,Online
Foot Locker,1185732,2020-10-30,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,$38.00 ,35,133,$53 ,Online
Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$25.00 ,200,"5,000","$1,500 ",In-store
West Gear,1128299,2020-01-09,West,Nevada,Las Vegas,Men's Athletic Footwear,$43.00 ,128,550,$220 ,Online
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,$37.00 ,276,"1,021",$643 ,Online
West Gear,1128299,2020-01-05,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$43.00 ,87,374,$187 ,Online
West Gear,1128299,2020-05-29,West,Colorado,Denver,Women's Athletic Footwear,$49.00 ,78,382,$157 ,Online
West Gear,1128299,2020-07-02,West,Washington,Seattle,Men's Athletic Footwear,$85.00 ,675,"57,375","$14,344 ",In-store
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,100","71,500","$17,875 ",Outlet
West Gear,1128299,2020-01-04,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$45.00 ,450,"20,250","$8,100 ",Outlet
Sports Direct,1197831,2020-08-05,South,Texas,Houston,Women's Apparel,$40.00 ,650,"26,000","$13,000 ",Outlet
West Gear,1128299,2020-03-10,West,Nevada,Las Vegas,Men's Athletic Footwear,$62.00 ,189,"1,172",$398 ,Online
West Gear,1128299,2020-01-13,West,Nevada,Las Vegas,Women's Apparel,$41.00 ,116,476,$162 ,Online
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,$50.00 ,825,"41,250","$14,438 ",Outlet
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,$60.00 ,875,"52,500","$18,375 ",Outlet
Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,$43.00 ,310,"1,333",$467 ,Outlet
West Gear,1128299,2020-07-20,West,Washington,Seattle,Men's Athletic Footwear,$65.00 ,550,"35,750","$8,938 ",In-store
Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,$46.00 ,224,"1,030",$381 ,Online
Foot Locker,1185732,2020-08-17,Southeast,Florida,Miami,Women's Apparel,$41.00 ,221,906,$589 ,Online
West Gear,1128299,2020-07-05,West,Washington,Seattle,Men's Apparel,$77.00 ,144,"1,109",$388 ,Online
West Gear,1128299,2020-08-02,West,Washington,Seattle,Women's Street Footwear,$73.00 ,138,"1,007",$393 ,Online
Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,$34.00 ,225,765,$375 ,Online
West Gear,1128299,2020-01-22,West,Nevada,Las Vegas,Women's Street Footwear,$47.00 ,120,564,$254 ,Outlet
Walmart,1197831,2020-08-23,South,Texas,Houston,Women's Apparel,$38.00 ,350,"1,330",$758 ,Outlet
West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,$55.00 ,775,"42,625","$12,788 ",In-store
